"Gewässer","","'=","Rhein 6187",""
"Messstelle","","'=","Iffezheim CXX334 2838",""
"","","'=","Karlsruhe CXX359 2839",""
"","","'=","Rheinfelden CXX147 2827",""
"Parameter","","'=","4 T Temperatur Grad Celsius",""
"Zeitraum","","'=","Thu Jan 01 00:00:00 CET 1970 Tue Apr 30 23:59:59 CEST 2024",""


"Gewässer","GCODE","Messstelle","Ost","Nord","Parameter","Datum","Tagesmittelwert","Dimension"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.01.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.02.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.03.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.04.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.05.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.06.1976",,"°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.06.1976",,"°C"
