station_latitude;station_longitude;station_name;station_no;catchment_no;catchment_name;river_name;station_diary;LANUV_Eindat;CATCHMENT_SIZE;LANUV_BezReg;LHP_ANZEIGE;LANUV_Info_1;LANUV_Info_2;LANUV_Info_3;POS_AT_WTO;station_dist_to_conf;LANUV_Kat;BODY_RESPONSIBLE;INTERNET_AKTIV;LANUV_MW;ngr_letter;LHP_APP_NOTIFY;admin_level;river_code;LHP_BEREITSTELLER;region_district;LANUV_MSTNAME_alt;catchment_size;WEB_STATYPE;LANUV_MHW;INTERNET_DOWNLOAD;LANUV_MNW;WTO_OBJECT;DIST_TO_CONFL;LANUV_MSTNR_alt;LHP_KEIN_EXP_EXTERN;river_key;station_diary_status;station_catchment_area;LANUV_Betr;river_id;admin_name;LHP_URL_BEREITSTELLER;LANUV_TEZG;LANUV_HN7W;ObjectDescription;LANUV_MN7W;LANUV_N7W;LANUV_AQZmstnr;LANUV_AQZname;INTERNET_BEMERKUNG;LANUV_weitererBetreiber;station_status_remark;station_status
51.7133968290795;9.19068561124882;Brakel;4528900000100;4;Weserzuflüsse;Brucht;;01.12.2004;99,31 km²;;6;;;;Links;19.2;Grundmessstelle;Standort Minden;yes;128,0;-;w;Gemeinde;4528;LANUV NRW;---;Brakel;3810.53;Gewässerkundlicher Pegel;278,0;yes;110,0;Brucht;1,23 km;4528900000100;EFAS,BBK;4528;;3810.53;LANUV NRW;32414;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;114,8;;111,9;107,3;;;;;;
50.5955256030493;6.79224247793326;Arloff;2741500000100;274;Erfteinzugsgebiet;Erft;;20.05.1933;114,39 km²;Köln;7;100,0;115,0;130,0;Mitte;735.6;Hochwasserwarndienst/Grundmessstelle;Standort Bonn;yes;32,0;-;kw;Gemeinde;274;LANUV NRW;---;Arloff;1880.98;Infopegel;89,0;yes;24,0;Erft;88,60 km;2741500000100;EFAS,BBK;274;1900-01-01 00:00:00: Aktiv;1880.98;LANUV NRW;31288;---;https://www.hydrologie.nrw.de/lanuv/;Erfteinzugsgebiet;;;;;;;;;;Aktiv
51.6629749795477;8.08938462980605;Kesseler_3;2785790000300;278;Lippeeinzugsgebiet;Lippe;;01.11.1910;2002,97 km²;Arnsberg;7;390,0;441,0;473,0;Rechts;814.4;Hochwasserwarndienst/Grundmessstelle;Standort Lippstadt;yes;149,0;-;kw;Gemeinde;278;LANUV NRW;---;Kesseler_3;4885.49;Infopegel;411,0;yes;48,0;Lippe;148,12 km;2785790000300;EFAS,BBK;278;;4885.49;LANUV NRW;32313;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;61,6;;47,4;30,6;;;;;;
51.3107669538538;6.25253239621388;Sassenfeld;2862500000100;286;Niers- und Schwalmeinzugsgebiet;Nette;;;93,51 km²;;6;;;;;66.0;Grundmessstelle;Standort Duisburg;yes;;-;w;Gemeinde;2862;LANUV NRW;---;Sassenfeld;1747.67;Gewässerkundlicher Pegel;;yes;;Nette;18,03 km;2862500000100;EFAS,BBK;2862;;1747.67;LANUV NRW;32405;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;;;;;;;;;;
52.1886836709341;8.51429971487054;Oberahle;4667100000100;4;Weserzuflüsse;Else;;21.10.1936;284,56 km²;Detmold;7;240,0;280,0;310,0;Links;12.6;Hochwasserwarndienst/Grundmessstelle;Standort Minden;yes;35,0;-;kw;Gemeinde;466;LANUV NRW;---;Oberahle;3810.53;Infopegel;211,0;yes;16,0;Else;14,37 km;4667100000100;EFAS,BBK;466;;3810.53;LANUV NRW;32351;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;21,8;;16,2;13,3;;;;WWV;;
51.7616259480427;8.68516761607842;Sande2;2783310000100;278;Lippeeinzugsgebiet;Boker Kanal;;01.07.1924;936,00 km²;;6;;;;Rechts;0.1;Grundmessstelle;Standort Bielefeld;yes;59,0;-;w;Gemeinde;27848;LANUV NRW;---;Sande2;4885.49;Gewässerkundlicher Pegel;;yes;31,0;Boker Kanal;30,40 km;2783310000100;EFAS,BBK;27848;;4885.49;LANUV NRW;32446;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
51.4905190017039;8.59374601750466;Multhaeupter Hammer;2782330000100;278;Lippeeinzugsgebiet;Alme;;10.11.1938;94,30 km²;;6;;;;Rechts;208.7;Grundmessstelle;Standort Bielefeld;yes;60,0;-;w;Gemeinde;2782;LANUV NRW;---;Multhaeupter Hammer;4885.49;Gewässerkundlicher Pegel;130,0;yes;49,0;Alme;48,17 km;2782330000100;EFAS,BBK;2782;;4885.49;LANUV NRW;32382;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
51.0382527468108;7.00737252171577;Manfort;2736879000200;2736;Wuppereinzugsgebiet;Dhünn;;26.10.1987;165,00 km²;;7;200,0;235,0;260,0;Links;1.3;Grundmessstelle;Standort Duisburg;yes;39,0;-;kw;Gemeinde;27368;LANUV NRW;---;Manfort;812.884583;Infopegel;160,0;yes;24,0;Dhünn;4,25 km;2736879000200;EFAS,BBK;27368;;812.884583;LANUV NRW;32430;---;https://www.hydrologie.nrw.de/lanuv/;Wuppereinzugsgebiet;29,6;Umstellung der Geberprioritäten am 30.09.2021: Neu das Einperlsystem mit der Prio 1, W_Sonde wird von Priorität 3 auf 2 gesetzt, der Schwimmer von Priorität 1 auf 3 gesetzt, der Thalimedes von Priorität 2 auf 4 verändert;26,7;24,5;;;;;;
52.1978837778304;8.71016473308627;Loehne;4670000000100;4;Weserzuflüsse;Werre;;01.09.1906;1335,11 km²;Detmold;7;470,0;520,0;570,0;Rechts;190.1;Hochwasserwarndienst/Grundmessstelle;Standort Bielefeld;yes;104,0;-;kw;Gemeinde;46;LANUV NRW;---;Loehne;3810.53;Infopegel;385,0;yes;65,0;Werre;5,62 km;4670000000100;EFAS,BBK;46;;3810.53;LANUV NRW;32334;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;80,0;;70,9;59,9;;;;WWV;;
51.9840255774692;7.22137486220716;Lutum;9284100000100;928;IJssel-, Berkel- und Vechteeinzugsgebiet;Berkel;;23.11.1949;38,11 km²;Münster;7;181,0;229,0;260,0;Links;57.7;Hochwasserwarndienst/Grundmessstelle;Standort Münster;yes;47,0;-;kw;Gemeinde;9284;LANUV NRW;---;Lutum;2183.877289;Infopegel;174,0;yes;29,0;Berkel;98,20 km;9284100000100;EFAS,BBK;9284;;2183.877289;LANUV NRW;32424;---;https://www.hydrologie.nrw.de/lanuv/;IJssel-, Berkel-, Vechteeinzugsgebiet;;;;;;;;;;
51.0499141663201;8.31714019289022;Aue;4281334000100;428;Edereinzugsgebiet;Preisdorf;;;8,47 km²;;6;;;;;151.8;Grundmessstelle;Standort Albaum;yes;;-;w;Gemeinde;4281334;LANUV NRW;---;Aue;639.56;Gewässerkundlicher Pegel;;yes;;Preisdorf;0,54 km;4281334000100;EFAS,BBK;4281334;;639.56;LANUV NRW;32410;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;;;;;49158794;Berleburg,_Bad-Aue_NRW;;;;
51.0706796708928;6.99453151091018;Opladen_Güte;2736790000;2736;Wuppereinzugsgebiet;Wupper;;31.03.1989;606,00 km²;;---;;;;Rechts;703.6;;LANUV;yes;;-;---;Gemeinde;2736;LANUV NRW;---;Opladen;812.884583;Gewässerkundlicher Pegel;;yes;;Wupper;5,47 km;2736790000200;---;2736;;812.884583;LANUV NRW;32309;---;;Wuppereinzugsgebiet;;;;;;;;;;
51.8524978229302;8.29612165799055;Rheda;3119000000200;3;Emseinzugsgebiet;Ems;;01.09.1941;342,62 km²;Münster;7;300,0;390,0;500,0;Links;0.0;Hochwasserwarndienst/Grundmessstelle;Standort Bielefeld;yes;230,0;-;kw;Gemeinde;3;LANUV NRW;---;Rheda;4130.11;Infopegel;396,0;yes;195,0;Ems;325,93 km;3119000000200;EFAS,BBK;3;;4130.11;LANUV NRW;32302;---;https://www.hydrologie.nrw.de/lanuv/;Emseinzugsgebiet;200,2;;193,8;188,2;;;;;;
51.1321658703226;6.6488261703791;Neubrueck;2747900000200;274;Erfteinzugsgebiet;Erft;;10.08.1967;1595,43 km²;Köln;7;145,0;155,0;180,0;Mitte;735.6;Hochwasserwarndienst/Grundmessstelle;Standort Duisburg;yes;77,0;-;kw;Gemeinde;274;LANUV NRW;---;Neubrueck;1880.98;Infopegel;141,0;yes;60,0;Erft;9,75 km;2747900000200;EFAS,BBK;274;;1880.98;LANUV NRW;31288;---;https://www.hydrologie.nrw.de/lanuv/;Erfteinzugsgebiet;71,9;;66,4;59,2;;;Die Ultraschallanlage ist ausgefallen;;;
52.0119785767892;8.16073678871651;Versmold_W;3166000000100;3;Emseinzugsgebiet;Hessel;;01.11.1969;66,73 km²;;6;;;;Links;287.2;Grundmessstelle;Standort Bielefeld;yes;37,0;-;w;Gemeinde;316;LANUV NRW;---;Versmold_W;4130.11;Gewässerkundlicher Pegel;121,0;yes;22,0;Hessel;21,17 km;3166000000100;EFAS,BBK;316;;4130.11;LANUV NRW;32323;---;https://www.hydrologie.nrw.de/lanuv/;Emseinzugsgebiet;23,9;;21,4;19,5;;;;;;
51.6316734045045;7.93233244321486;Sueddinker;2786690000100;278;Lippeeinzugsgebiet;Salzbach;;01.11.1963;140,08 km²;Arnsberg;6;;;;Links;10.9;Grundmessstelle;Standort Lippstadt;yes;52,0;-;w;Gemeinde;27866;LANUV NRW;---;Sueddinker;4885.49;Gewässerkundlicher Pegel;265,0;yes;21,0;Salzbach;1,48 km;2786690000100;EFAS,BBK;27866;;4885.49;LANUV NRW;32448;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
51.8399511676683;7.4657060082196;Senden-Schoelling;2788330000100;278;Lippeeinzugsgebiet;Stever;;01.11.1975;114,78 km²;Münster;7;200,0;260,0;300,0;Rechts;54.8;Hochwasserwarndienst/Grundmessstelle;Standort Recklinghausen;yes;22,0;-;kw;Gemeinde;2788;LANUV NRW;---;Senden-Schoelling;4885.49;Infopegel;155,0;yes;8,0;Stever;39,51 km;2788330000100;EFAS,BBK;2788;;4885.49;LANUV NRW;32388;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;11,6;;8,9;7,5;;;;;;
51.285216561852;8.03395293403843;Endorf;2761829000100;276;Ruhreinzugsgebiet;Waldbach;;;12,71 km²;;6;;;;;20.0;Grundmessstelle;Standort Lippstadt;yes;;-;w;Gemeinde;276182;LANUV NRW;---;Endorf;4485.94;Gewässerkundlicher Pegel;;yes;;Waldbach;1,87 km;2761829000100;EFAS,BBK;276182;;4485.94;LANUV NRW;32465;---;https://www.hydrologie.nrw.de/lanuv/;Ruhreinzugsgebiet;;;;;;;;;;
51.2942617143435;8.17489307344191;Wenholthausen;2761695000100;276;Ruhreinzugsgebiet;Wenne;;01.02.1984;184,19 km²;;6;;;;Rechts;173.4;Grundmessstelle;Standort Lippstadt;yes;53,0;-;w;Gemeinde;27616;LANUV NRW;---;Wenholthausen;4485.94;Gewässerkundlicher Pegel;160,0;yes;34,0;Wenne;8,53 km;2761695000100;EFAS,BBK;27616;;4485.94;LANUV NRW;32368;---;https://www.hydrologie.nrw.de/lanuv/;Ruhreinzugsgebiet;;;;;;;;;;
